company_id,category_code,status,country_code,state_code,city,region,valuation_amount,valuation_currency_code,raised_amount,raised_currency_code,public_at,stock_symbol,acquired_at,ipo,is_acquired,is_closed,age,mba_degree,phd_degree,ms_degree,other_degree,offices,average_raised_amount_usd,average_participants,total_rounds
c:1,web,operating,USA,WA,Seattle,Seattle,,,,,,,,False,False,False,2998.0,5.0,1.0,3.0,18.0,2.0,13250000.0,3.0,3
c:4,news,acquired,USA,CA,San Francisco,SF Bay,,,,,,,2012-07-12,False,True,False,3369.0,7.0,2.0,5.0,47.0,1.0,11250000.0,3.5,4
c:5,social,ipo,USA,CA,Menlo Park,SF Bay,104000000000.0,USD,18400000000.0,USD,2012-05-18,NASDAQ:FB,,True,False,False,3622.0,44.0,4.0,47.0,238.0,3.0,271528571.4285714,2.142857142857143,7
c:7,network_hosting,closed,ISR,CA,Palo Alto,SF Bay,,,,,,,,False,False,True,2983.0,,,1.0,1.0,1.0,800000.0,4.0,1
c:9,web,acquired,USA,CA,West Hollywood,Los Angeles,,,,,,,2012-11-28,False,True,False,2771.0,,,,10.0,1.0,5500000.0,1.3333333333333333,3
c:12,social,ipo,USA,CA,San Francisco,SF Bay,18100000000.0,USD,1820000000.0,USD,2013-11-07,NYSE:TWTR,,True,False,False,2843.0,18.0,10.0,11.0,116.0,1.0,145020813.875,4.25,8
c:13,web,acquired,USA,CA,San Francisco,SF Bay,,,,,,,2007-05-30,False,True,False,4352.0,3.0,,5.0,30.0,2.0,9250000.0,4.25,4
c:13,web,acquired,USA,CA,San Francisco,SF Bay,,,,,,,2009-04-01,False,True,False,4352.0,3.0,,5.0,30.0,2.0,9250000.0,4.25,4
c:14,web,acquired,USA,CA,Menlo Park,SF Bay,,,,,,,2009-12-15,False,True,False,4018.0,,,,,1.0,6033333.333333333,2.6666666666666665,3
c:15,news,operating,USA,CA,San Francisco,SF Bay,,,,,,,,False,False,False,2557.0,4.0,,1.0,14.0,1.0,5152400.0,3.0,5
c:16,music,operating,USA,CA,San Diego,San Diego,,,,,,,,False,False,False,2922.0,2.0,,3.0,14.0,1.0,14220000.0,3.4,5
c:18,games_video,acquired,USA,CA,Palo Alto,SF Bay,,,,,,,2009-12-05,False,True,False,,1.0,,1.0,2.0,1.0,11037500.0,2.25,4
c:20,web,ipo,USA,CA,San Jose,SF Bay,,USD,,USD,1998-10-02,NASDAQ:EBAY,,True,False,False,6697.0,118.0,11.0,45.0,296.0,1.0,6700000.0,1.0,1
c:21,network_hosting,closed,USA,,,TBD,,,,,,,,False,False,True,2771.0,1.0,,,9.0,1.0,5000000.0,1.0,1
c:22,social,operating,USA,NY,New York City,New York,,,,,,,,False,False,False,2557.0,1.0,,,5.0,1.0,1858333.3333333333,1.0,3
c:23,games_video,acquired,USA,NY,New York,New York,,,,,,,2009-11-24,False,True,False,2649.0,2.0,,5.0,12.0,1.0,45000000.0,3.0,1
c:26,games_video,closed,GBR,,London,London,,,,,,,,False,False,True,2498.0,,1.0,,1.0,1.0,13200000.0,1.0,1
c:27,web,acquired,USA,CA,Sunnyvale,SF Bay,,,,,,,2008-05-14,False,True,False,4063.0,6.0,,5.0,19.0,1.0,7075000.0,2.5,4
c:28,network_hosting,ipo,USA,CA,San Jose,SF Bay,,USD,,USD,1990-02-23,NASDAQ:CSCO,,True,False,False,10958.0,122.0,26.0,131.0,532.0,1.0,2500000.0,1.0,1
c:29,web,ipo,USA,CA,Sunnyvale,SF Bay,,USD,,USD,1996-04-12,NASDAQ:YHOO,,True,False,False,7305.0,207.0,43.0,143.0,931.0,1.0,3400000.0,2.0,2
c:30,search,acquired,USA,CA,San Francisco,SF Bay,,,,,,,2008-07-01,False,True,False,2649.0,,1.0,2.0,16.0,1.0,7500000.0,2.6666666666666665,3
c:31,advertising,operating,USA,CA,San Francisco,SF Bay,,,,,,,,False,False,False,4232.0,3.0,1.0,2.0,21.0,1.0,3520000.0,1.2,5
c:32,messaging,acquired,GBR,,Buckinghamshire,Buckinghamshire,,,,,,,2009-12-30,False,True,False,,1.0,,1.0,3.0,1.0,52750000.0,2.0,2
c:34,advertising,operating,USA,VA,Vienna,Washington DC,,,,,,,,False,False,False,3653.0,5.0,1.0,5.0,26.0,6.0,13500000.0,3.0,5
c:35,advertising,operating,USA,CA,Pasadena,Los Angeles,,,,,,,,False,False,False,2071.0,11.0,,6.0,47.0,5.0,15102240.0,5.2,5
c:36,web,operating,USA,CA,Culver City,Los Angeles,,,,,,,,False,False,False,2498.0,4.0,,,13.0,1.0,10500000.0,4.5,2
c:38,games_video,acquired,USA,CA,San Francisco,SF Bay,,,,,,,2011-01-31,False,True,False,2588.0,2.0,,,8.0,1.0,4175000.0,2.3333333333333335,3
c:39,web,closed,USA,CA,palo alto,SF Bay,,,,,,,,False,False,True,2345.0,,,,,1.0,,0.0,1
c:40,games_video,acquired,USA,CA,San Diego,San Diego,,,,,,,2010-04-07,False,True,False,3653.0,2.0,1.0,3.0,20.0,1.0,17437500.0,5.0,4
c:43,web,closed,USA,TX,Austin,Austin,,,,,,,,False,False,True,2588.0,,,,2.0,1.0,1000000.0,2.0,1
c:44,mobile,acquired,USA,NY,New York,New York,,,,,,,2011-04-11,False,True,False,3044.0,4.0,,,11.0,1.0,9775188.833333334,2.8333333333333335,6
c:46,software,operating,USA,CA,San Francisco,SF Bay,,,,,,,,False,False,False,3745.0,1.0,1.0,,9.0,3.0,10041000.0,1.3333333333333333,3
c:47,enterprise,acquired,USA,CA,Brisbane,SF Bay,,,,,,,2011-09-20,False,True,False,3349.0,6.0,,1.0,31.0,1.0,39666666.666666664,1.5,4
c:48,web,operating,USA,IL,Chicago,Chicago,,,,,,,,False,False,False,,,,,,1.0,8400000.0,1.0,1
c:49,web,acquired,USA,CA,Palo Alto,SF Bay,,,,,,,2006-10-31,False,True,False,,1.0,,3.0,4.0,1.0,5200000.0,2.0,1
c:50,web,operating,USA,NY,New York,New York,,,,,,,,False,False,False,4377.0,3.0,,1.0,7.0,1.0,4575000.0,1.75,4
c:51,web,closed,USA,CA,Sunnyvale,SF Bay,,,,,,,,False,False,True,,,,,1.0,1.0,5000000.0,1.0,1
c:53,security,ipo,USA,AZ,Tempe,Phoenix,,USD,,USD,2012-10-04,NYSE:LOCK,,True,False,False,3075.0,8.0,,4.0,20.0,1.0,35570000.0,2.6,5
c:54,web,closed,USA,CA,San Francisco,SF Bay,,,,,,,,False,False,True,2953.0,,,,1.0,1.0,2350000.0,1.5,2
c:55,web,closed,USA,CA,,California - Other,,,,,,,,False,False,True,,,,,7.0,1.0,4500000.0,4.0,2
c:56,web,closed,USA,CA,San Francisco,SF Bay,,,,,,,,False,False,True,,,,,,1.0,100000.0,0.0,1
c:58,finance,operating,USA,CA,San Francisco,SF Bay,,,,,,,,False,False,False,2891.0,8.0,1.0,1.0,23.0,1.0,16700000.0,3.5714285714285716,7
c:59,search,ipo,USA,CA,Mountain View,SF Bay,,USD,,,2004-08-25,NASDAQ:GOOG,,True,False,False,5595.0,181.0,60.0,196.0,974.0,67.0,12550000.0,1.5,2
c:60,mobile,acquired,USA,CA,Mountain View,SF Bay,,,,,,,2009-12-20,False,True,False,3287.0,3.0,,1.0,19.0,1.0,8250000.0,1.0,4
c:61,software,operating,USA,CA,San Francisco,SF Bay,,,,,,,,False,False,False,3075.0,,,,2.0,1.0,3700000.0,0.0,1
c:62,software,acquired,LUX,,Luxembourg City,Luxembourg City,,,,,,,2011-05-10,False,True,False,3806.0,20.0,1.0,10.0,63.0,3.0,19201258.0,1.4,5
c:62,software,acquired,LUX,,Luxembourg City,Luxembourg City,,,,,,,2005-09-12,False,True,False,3806.0,20.0,1.0,10.0,63.0,3.0,19201258.0,1.4,5
c:63,games_video,acquired,USA,CA,San Bruno,SF Bay,,,,,,,2006-10-01,False,True,False,3256.0,14.0,,4.0,59.0,1.0,5750000.0,1.0,2
c:65,games_video,acquired,ISR,,Ramat Gan,Ramat Gan,,,,,,,2013-03-13,False,True,False,2802.0,2.0,,,5.0,1.0,3000000.0,1.0,1
c:66,games_video,operating,USA,NY,New York,New York,,,,,,,,False,False,False,2437.0,1.0,,,2.0,1.0,4499991.0,0.3333333333333333,3
c:67,games_video,operating,USA,CA,San Francisco,SF Bay,,,,,,,,False,False,False,2649.0,,2.0,1.0,10.0,1.0,14503331.333333334,2.8,5
c:68,games_video,operating,USA,CA,San Francisco,SF Bay,,,,,,,,False,False,False,2557.0,6.0,,2.0,26.0,3.0,20033333.333333332,3.3333333333333335,3
c:69,games_video,operating,USA,NY,NYC,New York,,,,,,,,False,False,False,2557.0,1.0,,,9.0,1.0,6006666.666666667,1.0,3
c:70,games_video,operating,USA,NY,New York,New York,,,,,,,,False,False,False,3471.0,,,1.0,3.0,1.0,5500000.0,1.5,2
c:72,mobile,acquired,USA,CA,Fremont,SF Bay,,,,,,,2007-07-01,False,True,False,2832.0,3.0,,,12.0,1.0,4000000.0,1.0,1
c:73,public_relations,acquired,USA,CA,San Diego,San Diego,,,,,,,2009-11-09,False,True,False,3928.0,,,,3.0,1.0,6000000.0,1.0,1
c:75,web,acquired,USA,CA,San Mateo,SF Bay,,,,,,,2005-12-01,False,True,False,3775.0,,,,6.0,1.0,,4.0,1
c:75,web,acquired,USA,CA,San Mateo,SF Bay,,,,,,,2011-04-27,False,True,False,3775.0,,,,6.0,1.0,,4.0,1
c:77,advertising,acquired,USA,CA,San Mateo,SF Bay,,,,,,,2013-08-07,False,True,False,2618.0,7.0,,,16.0,6.0,9700000.0,2.0,5
c:78,web,operating,USA,CA,Palo Alto,SF Bay,,,,,,,,False,False,False,4232.0,,,,14.0,1.0,15000000.0,3.0,2
c:80,search,acquired,USA,WA,Seattle,Seattle,,,,,,,2010-04-05,False,True,False,3653.0,2.0,,1.0,12.0,1.0,13125000.0,3.25,4
c:81,web,acquired,USA,CA,San Francisco,SF Bay,,,,,,,2008-12-01,False,True,False,2406.0,,,,5.0,1.0,,2.0,1
c:82,games_video,acquired,USA,CA,San Francisco,SF Bay,,,,,,,2012-05-03,False,True,False,3197.0,2.0,,5.0,21.0,1.0,4500000.0,1.5,2
c:83,web,closed,GBR,,Oxford,London,,,,,,,,False,False,True,3440.0,,,,1.0,1.0,,2.0,1
c:84,advertising,acquired,USA,CA,San Mateo,SF Bay,,,,,,,2013-10-31,False,True,False,2863.0,3.0,,3.0,14.0,1.0,9288990.625,1.875,8
c:85,web,operating,USA,CA,San Francisco,SF Bay,,,,,,,,False,False,False,2832.0,5.0,,3.0,23.0,5.0,11500000.0,1.25,4
c:86,games_video,acquired,USA,CA,Mountain View,SF Bay,,,,,,,2007-08-07,False,True,False,2406.0,1.0,,,3.0,1.0,13000000.0,2.5,2
c:87,web,operating,USA,CA,,TBD,,,,,,,,False,False,False,2557.0,,,,,1.0,100000.0,0.0,1
c:89,search,acquired,USA,NY,SCHUYLER LAKE,SCHUYLER LAKE,,,,,,,2009-04-30,False,True,False,2832.0,,,,4.0,1.0,7000000.0,2.0,1
c:90,ecommerce,acquired,USA,CA,Burlingame,SF Bay,,,,,,,2010-07-07,False,True,False,2710.0,,,,1.0,1.0,2494000.0,1.5,2
c:91,web,operating,USA,CA,Encino,Los Angeles,,,,,,,,False,False,False,2498.0,,1.0,1.0,4.0,1.0,6325000.0,2.0,3
c:93,games_video,acquired,USA,CA,San Francisco,SF Bay,,,,,,,2010-12-16,False,True,False,2922.0,1.0,,1.0,2.0,1.0,3100000.0,2.0,2
c:95,mobile,acquired,,,,unknown,,,,,,,2013-09-12,False,True,False,2793.0,1.0,,,4.0,,7666666.666666667,3.0,3
c:96,mobile,acquired,USA,CA,San Francisco,SF Bay,,,,,,,2010-10-14,False,True,False,3176.0,,1.0,,6.0,2.0,10733333.333333334,4.0,3
c:97,mobile,closed,CAN,,Vancouver,Vancouver,,,,,,,,False,False,True,2891.0,2.0,,,1.0,1.0,5500000.0,2.5,2
c:99,web,acquired,USA,NY,Long Island City,New York,,,,,,,2010-09-22,False,True,False,912.0,,,,3.0,1.0,3900000.0,1.0,2
c:101,games_video,closed,DEU,,46395 Bocholt,Bocholt,,,,,,,,False,False,True,2710.0,,,,,1.0,5000000.0,1.0,1
c:103,games_video,operating,USA,CA,San Mateo,SF Bay,,,,,,,,False,False,False,2498.0,3.0,,2.0,9.0,1.0,9000000.0,1.3333333333333333,3
c:105,web,acquired,USA,NY,New York,New York,,,,,,,2008-04-01,False,True,False,3136.0,4.0,,1.0,16.0,3.0,1750000.0,5.5,2
c:106,messaging,acquired,USA,NC,Morrisville,Raleigh-Durham,,,,,,,2012-02-28,False,True,False,3836.0,5.0,,,17.0,1.0,12087500.0,1.0,4
c:107,games_video,acquired,USA,CA,Burlingame,SF Bay,,,,,,,2008-05-01,False,True,False,4932.0,1.0,,1.0,2.0,1.0,6250000.0,3.5,4
c:109,enterprise,acquired,USA,CA,San Francisco,SF Bay,,,,,,,2013-04-17,False,True,False,2802.0,5.0,1.0,1.0,14.0,3.0,6940000.0,5.0,6
c:112,ecommerce,closed,FRA,,Paris,Paris,,,,,,,,False,False,True,2983.0,,,,1.0,1.0,4000000.0,1.0,1
c:113,search,ipo,USA,CA,San Francisco,SF Bay,1300000000.0,USD,107000000.0,USD,2012-03-02,NYSE:YELP,,True,False,False,3471.0,7.0,1.0,1.0,58.0,1.0,12852762.857142856,0.7142857142857143,7
c:116,web,closed,USA,CA,Santa Clara,SF Bay,,,,,,,,False,False,True,2526.0,,,,,1.0,450000.0,0.0,1
c:118,travel,operating,USA,WA,Seattle,Seattle,,,,,,,,False,False,False,2376.0,7.0,1.0,2.0,14.0,2.0,2264285.714285714,1.4285714285714286,7
c:121,web,operating,NLD,,Amsterdam,Amsterdam,,,,,,,,False,False,False,2557.0,,,,3.0,1.0,1000000.0,4.0,1
c:122,web,closed,NLD,,Amsterdam,Amsterdam,,,,,,,,False,False,True,2618.0,,,,5.0,1.0,287033.0,0.0,1
c:123,web,acquired,USA,CA,Redwood City,SF Bay,,,,,,,2009-02-19,False,True,True,3898.0,1.0,,,1.0,1.0,5600000.0,0.0,2
c:125,web,closed,USA,CA,San Francisco,SF Bay,,,,,,,,False,False,True,2863.0,,,,,1.0,50000.0,1.0,1
c:126,web,acquired,USA,CA,Santa Clara,SF Bay,,,,,,,2007-12-01,False,True,False,5175.0,6.0,,,12.0,1.0,9933333.333333334,2.0,3
c:127,web,operating,USA,CA,Sunnyvale,SF Bay,,,,,,,,False,False,False,2498.0,,,,,1.0,,0.0,1
c:128,search,acquired,USA,WA,Seattle,Seattle,,,,,,,2008-04-17,False,True,False,4018.0,8.0,1.0,2.0,12.0,1.0,6866666.666666667,3.6666666666666665,3
c:129,news,acquired,FRA,,Paris,Paris,,,,,,,2013-02-22,False,True,False,3228.0,2.0,,3.0,7.0,4.0,22833333.333333332,3.0,3
c:130,enterprise,acquired,USA,NY,New York,New York,,,,,,,2011-01-31,False,True,False,3593.0,2.0,,2.0,19.0,4.0,13002596.333333334,3.0,3
c:130,enterprise,acquired,USA,NY,New York,New York,,,,,,,2012-12-12,False,True,False,3593.0,2.0,,2.0,19.0,4.0,13002596.333333334,3.0,3
c:131,games_video,operating,USA,CA,Redwood City,SF Bay,,,,,,,,False,False,False,2983.0,6.0,1.0,5.0,28.0,1.0,15244222.666666666,1.8571428571428572,7
c:132,music,acquired,GBR,,London,London,,,,,,,2007-05-01,False,True,False,4383.0,1.0,1.0,2.0,16.0,1.0,5000000.0,1.0,1
c:134,security,acquired,USA,WA,Seattle,Seattle,,,,,,,2009-04-16,False,True,False,2922.0,1.0,,,2.0,1.0,1050000.0,1.5,2
c:135,web,acquired,USA,CA,San Francisco,SF Bay,,,,,,,2008-04-13,False,True,False,2922.0,2.0,,4.0,8.0,1.0,2050000.0,1.0,2
c:138,web,acquired,FRA,,Paris,Paris,,,,,,,2012-02-09,False,True,False,3044.0,2.0,,1.0,10.0,2.0,8000000.0,3.5,2
c:139,search,closed,USA,CA,San Francisco,SF Bay,,,,,,,,False,False,True,2953.0,,,1.0,8.0,1.0,1000000.0,1.0,1
c:140,public_relations,acquired,USA,CA,San Francisco,SF Bay,,,,,,,2010-08-06,False,True,False,3075.0,1.0,,3.0,31.0,1.0,26000000.0,2.5,4
c:141,advertising,operating,USA,CA,San Francisco,SF Bay,,,,,,,,False,False,False,3044.0,5.0,,1.0,32.0,1.0,9780000.0,3.8,5
c:142,web,acquired,USA,CA,San Francisco,SF Bay,,,,,,,2008-03-13,False,True,False,3282.0,5.0,,4.0,19.0,1.0,15000000.0,1.0,1
c:142,web,acquired,USA,CA,San Francisco,SF Bay,,,,,,,2010-06-17,False,True,False,3282.0,5.0,,4.0,19.0,1.0,15000000.0,1.0,1
c:144,web,acquired,USA,CA,San Francisco,SF Bay,,,,,,,2010-07-16,False,True,False,3287.0,2.0,1.0,,3.0,1.0,28500000.0,3.5,2
c:145,web,acquired,USA,CA,Sunnyvale,SF Bay,,,,,,,2005-03-01,False,True,False,3653.0,1.0,,1.0,19.0,1.0,,2.0,1
c:147,web,closed,USA,,,United States - Other,,,,,,,,False,False,True,,,,,,1.0,5000000.0,1.0,1
c:148,mobile,operating,USA,VA,Fairfax,Washington DC,,,,,,,,False,False,False,2922.0,6.0,1.0,2.0,13.0,1.0,10000000.0,2.0,3
c:149,web,operating,USA,CA,Brisbane,SF Bay,,,,,,,,False,False,False,3775.0,11.0,,,24.0,1.0,19228571.42857143,2.125,8
c:153,web,operating,USA,CA,San Francisco,SF Bay,,,,,,,,False,False,False,5479.0,13.0,,2.0,45.0,2.0,9500000.0,6.0,2
c:155,web,acquired,USA,IL,Chicago,Chicago,,,,,,,2007-06-01,False,True,False,3622.0,6.0,,1.0,15.0,1.0,4000000.0,2.0,2
c:156,ecommerce,operating,USA,CA,Mountain View,SF Bay,,,,,,,,False,False,False,2649.0,6.0,1.0,8.0,32.0,1.0,8666666.666666666,3.0,3
c:157,web,operating,FRA,,Paris,Paris,,,,,,,,False,False,False,2406.0,1.0,,1.0,1.0,1.0,6885000.0,2.5,2
c:158,ecommerce,operating,USA,CA,Redwood City,SF Bay,,,,,,,,False,False,False,5479.0,5.0,,5.0,16.0,1.0,23000000.0,2.0,2
c:160,web,acquired,USA,CA,San Francisco,SF Bay,,,,,,,2011-04-19,False,True,False,3642.0,2.0,,,10.0,1.0,1000000.0,8.0,1
c:161,music,ipo,USA,CA,Oakland,SF Bay,1641000000.0,USD,,USD,2011-12-28,NYSE:P,,True,False,False,5114.0,13.0,,,26.0,1.0,14075000.0,2.6,5
c:162,web,operating,GBR,,London,London,,,,,,,,False,False,False,3653.0,,,1.0,11.0,1.0,5000000.0,3.0,1
c:163,web,ipo,USA,CA,San Mateo,SF Bay,,USD,,USD,2012-03-29,PRSS,,True,False,False,5206.0,9.0,,6.0,23.0,1.0,7150000.0,2.0,2
c:164,enterprise,operating,USA,CA,San Mateo,SF Bay,,,,,,,,False,False,False,3136.0,2.0,,2.0,11.0,1.0,2129126.0,2.0,2
c:165,software,operating,USA,CA,Palo Alto,SF Bay,,,,,,,,False,False,False,2802.0,1.0,,,8.0,1.0,2000000.0,1.0,1
c:167,advertising,closed,USA,WI,Middleton,Middleton,,,,,,,,False,False,True,3316.0,,,,,1.0,2000000.0,2.0,1
c:169,finance,operating,USA,NY,New York,New York,,,,,,,,False,False,False,3653.0,3.0,,1.0,15.0,1.0,7000000.0,2.5,2
c:170,advertising,acquired,USA,CA,San Francisco,SF Bay,,,,,,,2013-06-20,False,True,True,4018.0,2.0,1.0,,10.0,1.0,10100000.0,1.25,4
c:172,web,operating,USA,CA,San Francisco,SF Bay,,,,,,,,False,False,False,3653.0,,,1.0,1.0,1.0,2500000.0,3.3333333333333335,3
c:173,web,acquired,USA,CA,Mountain View,SF Bay,,,,,,,2012-06-04,False,True,False,3256.0,4.0,1.0,4.0,22.0,5.0,14000000.0,2.8,5
c:174,web,operating,USA,CA,San Francisco,SF Bay,,,,,,,,False,False,False,2922.0,2.0,,3.0,31.0,1.0,23041666.666666668,3.142857142857143,7
c:175,web,acquired,USA,WA,Seattle,Seattle,,,,,,,2007-10-01,False,True,False,3198.0,,,,2.0,1.0,1250000.0,1.0,1
c:176,social,ipo,USA,CA,Mountain View,SF Bay,9310000000.0,USD,352800000.0,USD,2011-07-20,NYSE:LNKD,,True,False,False,3898.0,20.0,4.0,27.0,117.0,2.0,28146418.14285714,1.8571428571428572,7
c:177,mobile,operating,USA,CA,Berkeley,SF Bay,,,,,,,,False,False,False,2588.0,,,,4.0,1.0,1600000.0,2.0,1
c:179,web,acquired,USA,MA,Woburn,Boston,,,,,,,2010-11-23,False,True,False,5114.0,1.0,,,4.0,1.0,8000000.0,1.0,2
c:180,web,operating,USA,PA,West Langhorne,TBD,,,,,,,,False,False,False,3653.0,,,,,1.0,7010000.0,1.8,5
c:181,web,operating,USA,CA,Palo Alto,SF Bay,,,,,,,,False,False,False,2741.0,2.0,,3.0,10.0,1.0,10000000.0,1.0,1
c:182,medical,operating,USA,CA,San Francisco,SF Bay,,,,,,,,False,False,False,4383.0,8.0,1.0,8.0,30.0,1.0,16333333.333333334,1.6666666666666667,3
c:183,network_hosting,operating,USA,CA,Los Altos,SF Bay,,,,,,,,False,False,False,3287.0,14.0,1.0,8.0,57.0,1.0,33657142.85714286,3.7142857142857144,7
c:184,games_video,acquired,USA,WA,Seattle,Seattle,,,,,,,2009-08-17,False,True,False,4383.0,3.0,,3.0,15.0,1.0,5500000.0,2.3333333333333335,3
c:187,network_hosting,ipo,USA,MA,Boston,Boston,,USD,,,,NASDAQ:CARB,,True,False,False,2802.0,7.0,2.0,3.0,28.0,1.0,12124725.0,1.5,4
c:188,advertising,operating,USA,CA,Foster City,SF Bay,,,,,,,,False,False,False,3287.0,7.0,,1.0,16.0,1.0,36600000.0,0.6666666666666666,3
c:190,ecommerce,closed,USA,CA,Palo Alto,SF Bay,,,,,,,,False,False,True,,,1.0,2.0,6.0,1.0,3250000.0,4.0,2
c:191,advertising,operating,USA,CA,Los Angeles,Los Angeles,,,,,,,,False,False,False,3653.0,4.0,,,24.0,1.0,33666666.666666664,5.666666666666667,3
c:192,ecommerce,acquired,USA,CA,Sunnyvale,SF Bay,,,,,,,2007-08-01,False,True,False,3014.0,1.0,,,4.0,1.0,1666666.6666666667,3.6666666666666665,3
c:194,news,operating,USA,CA,San Francisco,SF Bay,,,,,,,,False,False,False,2741.0,4.0,,1.0,12.0,2.0,2865000.0,2.6,5
c:195,real_estate,operating,USA,WA,Seattle,Seattle,,,,,,,,False,False,False,3379.0,6.0,,2.0,32.0,1.0,13831428.57142857,4.428571428571429,7
c:196,web,acquired,USA,CA,Foster City,SF Bay,,,,,,,2008-01-30,False,True,False,4383.0,1.0,,,7.0,1.0,12350000.0,4.0,2
c:197,search,acquired,USA,CA,Mountain View,SF Bay,,,,,,,2008-11-01,False,True,False,3422.0,2.0,,,5.0,1.0,6200000.0,2.0,1
c:199,web,closed,CHE,,Geneva,Geneva,,,,,,,,False,False,True,2891.0,,,,1.0,1.0,5600000.0,3.0,1
c:200,web,acquired,USA,CA,San Francisco,SF Bay,,,,,,,2012-09-05,False,True,False,2406.0,1.0,1.0,1.0,11.0,1.0,5333333.333333333,5.666666666666667,3
c:202,web,closed,USA,VA,Charlottesville,Charlottesville,,,,,,,,False,False,True,2771.0,3.0,,,4.0,1.0,2500000.0,0.5,2
c:203,web,acquired,USA,CA,San Mateo,SF Bay,,,,,,,2011-12-15,False,True,False,3228.0,3.0,,1.0,8.0,1.0,10400000.0,3.3333333333333335,3
c:206,web,operating,USA,CA,San Diego,San Diego,,,,,,,,False,False,False,3653.0,2.0,,1.0,10.0,2.0,6533333.333333333,2.6666666666666665,3
c:208,social,acquired,USA,CA,San Mateo,SF Bay,,,,,,,2012-12-05,False,True,False,3653.0,6.0,,4.0,19.0,1.0,5775000.0,2.0,4
c:209,web,operating,USA,CA,Redwood City,SF Bay,,,,,,,,False,False,False,3287.0,5.0,4.0,6.0,31.0,1.0,9330000.0,2.8,5
c:210,search,operating,USA,CA,Sunnyvale,SF Bay,,,,,,,,False,False,False,3593.0,3.0,1.0,,10.0,1.0,5575000.0,3.75,4
c:211,hardware,operating,USA,CA,Palo Alto,SF Bay,,,,,,,,False,False,False,3653.0,6.0,,7.0,20.0,1.0,10502152.5,3.1666666666666665,6
c:212,web,ipo,USA,TN,Knoxville,Knoxville,,USD,,USD,2008-06-20,NYSE:SNI,,True,False,False,7305.0,1.0,,,9.0,1.0,10000000.0,0.0,1
c:214,web,closed,USA,CA,San Francisco,SF Bay,,,,,,,,False,False,True,2376.0,1.0,,,1.0,1.0,,0.0,1
c:216,web,operating,USA,CA,Woodland Hills,Los Angeles,,,,,,,,False,False,False,2618.0,1.0,,,11.0,1.0,,0.0,1
c:219,software,operating,USA,CA,San Francisco,SF Bay,,,,,,,,False,False,False,2161.0,1.0,,4.0,9.0,1.0,2833333.3333333335,1.0,3
c:220,web,acquired,USA,CA,San Francisco,SF Bay,,,,,,,2011-05-04,False,True,False,2903.0,4.0,,,18.0,1.0,2391666.6666666665,2.6666666666666665,3
c:221,ecommerce,operating,USA,CA,San Francisco,SF Bay,,,,,,,,False,False,False,4748.0,3.0,1.0,10.0,26.0,2.0,,2.0,1
c:223,network_hosting,acquired,USA,CA,San Francisco,SF Bay,,,,,,,,False,False,False,8462.0,6.0,,2.0,12.0,1.0,11000000.0,2.0,1
c:229,ecommerce,acquired,GBR,,London,London,,,,,,,2006-04-11,False,True,False,5114.0,5.0,,2.0,13.0,1.0,5000000.0,2.5,2
c:230,web,acquired,USA,CA,Mountain View,SF Bay,,,,,,,2007-07-01,False,True,False,,,,,1.0,1.0,,1.0,1
c:231,advertising,operating,USA,PA,Pittsburgh,Pittsburg,,,,,,,,False,False,False,4383.0,1.0,,,18.0,1.0,12740000.0,1.5,2
c:234,enterprise,operating,USA,CA,Palo Alto,SF Bay,,,,,,,,False,False,False,4049.0,3.0,1.0,1.0,14.0,1.0,4350000.0,2.2,5
c:235,software,ipo,USA,TX,Austin,Austin,,USD,,USD,2012-03-02,NASDAQ:BV,,True,False,False,3167.0,15.0,,3.0,45.0,1.0,26110532.6,2.0,5
c:236,search,acquired,USA,TX,Dallas,Dallas,,,,,,,2011-08-04,False,True,False,3653.0,,,,,1.0,300000.0,1.0,1
c:237,software,operating,USA,CA,Pleasanton,SF Bay,,,,,,,,False,False,False,2771.0,3.0,2.0,3.0,6.0,3.0,9066666.666666666,1.0,6
c:239,social,acquired,USA,CA,San Francisco,SF Bay,,,,,,,2012-05-24,False,True,False,,7.0,,5.0,25.0,2.0,7038062.4,2.2,5
c:242,web,acquired,USA,WA,Bellevue,Seattle,,,,,,,2010-10-06,False,True,False,3653.0,,,,,1.0,,4.0,1
c:243,games_video,acquired,USA,CA,San Francisco,SF Bay,,,,,,,2011-12-14,False,True,False,3684.0,3.0,,3.0,18.0,1.0,12333333.333333334,1.0,3
c:245,social,operating,USA,CA,San Francisco,SF Bay,,,,,,,,False,False,False,3379.0,4.0,3.0,3.0,21.0,1.0,7125000.0,1.5,4
c:246,advertising,acquired,USA,MA,Boston,Boston,,,,,,,2010-12-08,False,True,False,3287.0,2.0,1.0,2.0,7.0,3.0,5833333.333333333,3.0,3
c:247,public_relations,operating,USA,IL,Chicago,Chicago,,,,,,,,False,False,False,5479.0,1.0,,1.0,3.0,1.0,,1.0,1
c:249,web,acquired,USA,TX,Austin,Austin,,,,,,,2012-10-01,False,True,False,3348.0,3.0,1.0,,11.0,2.0,5000000.0,3.0,1
c:250,news,ipo,USA,NY,New York,New York,,USD,,,,NYSE:NYT,,True,False,False,,16.0,1.0,5.0,74.0,1.0,250000000.0,1.0,1
